id,slug,name,url,tags,supportedNetworks
polygon-zkevm-bridge,polygon-zkevm-bridge,Polygon zkEVM Bridge,https://polygon.technology/,bridge,ethereum
polyhedra,polyhedra,Polyhedra Network,https://polyhedra.network/,bridge,"ethereum, arbitrum, base, optimism"
polymarket,polymarket,Polymarket,https://polymarket.com/,prediction-market,polygon
polynomial,polynomial,Polynomial Protocol,https://earn.polynomial.fi/,"asset-management, options",optimism
pond-0x,pond-0x,Pond0x,https://www.pond0x.com/,,ethereum
poolside,poolside,Poolside,https://app.poolside.party/,,avalanche
pool-together-v5,pool-together-v5,PoolTogether,https://pooltogether.com/,gaming,"gnosis, optimism, base, ethereum, arbitrum"
pool-together-v3,pool-together-v3,PoolTogetherV3,https://pooltogether.com/,gaming,"ethereum, polygon, celo"
pool-together-v4,pool-together-v4,PoolTogether V4,https://pooltogether.com/,gaming,"optimism, ethereum, arbitrum, avalanche, polygon"
popsicle,popsicle,Popsicle,https://popsicle.finance/,liquidity-pool,"polygon, ethereum, fantom, binance-smart-chain"
port3-network,port3-network,Port3 Network,https://x.com/Port3Network,,ethereum
Portal,Portal,Portal,https://www.portalgaming.com/,,ethereum
portal,portal,Portal Bridge,https://www.portalbridge.com/#/transfer,bridge,"base, ethereum, optimism, arbitrum"
portals,portals,Portals,https://portals.fi/,,ethereum
powerledger,powerledger,Powerledger,https://www.powerledger.io/,,ethereum
powerpool,powerpool,PowerPool,https://powerpool.finance/,asset-management,ethereum
powertrade,powertrade,PowerTrade,https://power.trade/,,ethereum
premia,premia,Premia,https://premia.finance/,derivatives,"ethereum, arbitrum"
primeprotocol,primeprotocol,Prime Protocol,https://www.primeprotocol.xyz/,,avalanche
prisma-finance,prisma-finance,Prisma Finance,https://prismafinance.com/,liquid-staking,ethereum
promethios,promethios,Promethios,https://twitter.com/promethios_fire,gaming,ethereum
proof-of-humanity,proof-of-humanity,Proof of Humanity,https://v2.proofofhumanity.id/,,"gnosis, ethereum"
prosper,prosper,Prosper,https://x.com/prosperfi_xyz,,ethereum
proxyswap,proxyswap,ProxySwap,https://twitter.com/proxy_swap,decentralized-exchange,degen
p-stake,p-stake,pSTAKE,https://pstake.finance/,liquid-staking,binance-smart-chain
psychedelics-anonymous,psychedelics-anonymous,Psychedelics Anonymous,https://psychedelicsanonymous.com/,,ethereum
public-goods-network,public-goods-network,Public Goods Network,https://publicgoods.network/,,ethereum
puffer-finance,puffer-finance,Puffer Finance,https://www.puffer.fi/,liquid-staking,ethereum
pullix,pullix,Pullix,https://twitter.com/Pullixmarkets,,ethereum
pulse-chain,pulse-chain,PulseChain,https://pulsechain.com/,,ethereum
pump-btc,pump-btc,pumpBTC,https://mainnet.pumpbtc.xyz/,,"binance-smart-chain, ethereum"
pupniks,pupniks,Pupniks,https://www.pupniks.com/,,blast
epns,epns,Push,https://epns.io/,yield-aggregator,ethereum
push-protocol,push-protocol,Push Protocol,https://push.org/,,ethereum
pvp-casino,pvp-casino,PVP Casino,https://pvpcasino.io/,gaming,ethereum
pymedao,pymedao,Pyme DAO,https://www.pymedao.com/,,ethereum
Pyth-Network ,Pyth-Network ,Pyth Network ,https://pyth.network/,,arbitrum
qi-dao,qi-dao,Qi Dao,https://www.mai.finance/,"collateralized-debt-position, farming, stablecoin","binance-smart-chain, fantom, ethereum, arbitrum, base, avalanche, polygon, optimism, gnosis"
Quantfury,Quantfury,Quantfury,https://quantfury.com/,,ethereum
quantum-wealth-network,quantum-wealth-network,Quantum Wealth Network,https://www.quantumwealthnetwork.org/,staking,ethereum
quickswap,quickswap,Quickswap,https://quickswap.exchange/,liquidity-pool,polygon
rabbit-x,rabbit-x,RabbitX,https://app.rabbitx.io/trade/-,,ethereum
rabby,rabby,Rabby,https://rabby.io/,,base
radiant-capital,radiant-capital,Radiant,https://app.radiant.capital/,lending,arbitrum
radiant-v2,radiant-v2,Radiant V2,https://radiant.capital/,lending,"ethereum, base, binance-smart-chain, arbitrum"
radpie,radpie,Radpie,https://www.radiant.magpiexyz.io/stake,staking,"arbitrum, binance-smart-chain"
Radpie,Radpie,Radpie V2,https://www.radiant.magpiexyz.io/stake,,arbitrum
rafldex,rafldex,Rafldex,https://www.rafldex.io/,gaming,ethereum
raft,raft,Raft,https://www.raft.fi/,"lending, liquid-staking","ethereum, base"
Rage-Trade,Rage-Trade,Rage Trade,https://www.rage.trade/,,arbitrum
RAI-Finance,RAI-Finance,RAI Finance,https://soswap.rai.finance/#/swap,,base
railgun,railgun,Railgun,https://railgun.ch/,decentralized-exchange,"arbitrum, ethereum"
rainbow-wallet,rainbow-wallet,Rainbow Wallet,https://rainbow.me/,decentralized-exchange,"ethereum, optimism, base, arbitrum, degen, polygon"
rally,rally,Rally,https://rally.io/,asset-management,ethereum
ramses,ramses,Ramses,https://www.ramses.exchange/home,,arbitrum
ramses-v2,ramses-v2,Ramses V2,https://cl.ramses.exchange/#/swap,decentralized-exchange,arbitrum
Rango,Rango,Rango,https://rango.exchange/,,"arbitrum, linea, binance-smart-chain, base, polygon, mode, zksync, ethereum, optimism"
rari,rari,Rari,https://rari.capital/,fund-manager,ethereum
rarible,rarible,Rarible,https://rarible.com/,nft-marketplace,ethereum
rari-fuse,rari-fuse,Rari Fuse,https://rari.capital/,liquidity-pool,ethereum
r/datadao,r/datadao,r/datadao,https://twitter.com/rdatadao,privacy,base
reach,reach,/Reach,https://www.getreach.xyz/,,ethereum
reactorfusion,reactorfusion,ReactorFusion,https://reactorfusion.xyz/,lending,zksync
realm,realm,Realm,https://app.rlm.land/,,arbitrum
realt,realt,RealT,https://realt.co/,real-estate,"ethereum, gnosis"
realt-rmm,realt-rmm,RealT RMM,https://rmm.realtoken.network/,"real-estate, lending",gnosis
reaper,reaper,Reaper,https://www.reaper.farm/,yield-aggregator,"optimism, binance-smart-chain, arbitrum, fantom"
reboot,reboot,Reboot,https://www.reboot.gg/,,arbitrum
redacted-cartel,redacted-cartel,Redacted,https://www.redacted.finance/,elastic-finance,ethereum
reflexer,reflexer,Reflexer,https://reflexer.finance/,lending,ethereum
ren,ren,Ren,https://renproject.io/,infrastructure,ethereum
renzo,renzo,Renzo,https://www.renzoprotocol.com/,,"linea, ethereum, binance-smart-chain, base, arbitrum"
request_finance,request_finance,Request Finance,https://twitter.com/RequestFinance,payments,ethereum
reserve-protocol,reserve-protocol,Reserve Protocol,https://register.app,stablecoin,"ethereum, base"
resolv,resolv,Resolv,https://resolv.xyz/,stablecoin,ethereum
retik-finance,retik-finance,Retik Finance,https://retik.com/,,ethereum
reunit-wallet,reunit-wallet,Reunit Wallet,https://everywhere.finance/,,ethereum
revert-finance,revert-finance,Revert finance,https://revert.finance/,asset-management,"polygon, arbitrum, optimism, ethereum"
reya-labs,reya-labs,Reya Labs,https://reya.network/,,"ethereum, arbitrum, optimism"
rhino-fi,rhino-fi,Rhino.fi,https://rhino.fi/,decentralized-exchange,"ethereum, arbitrum, optimism, base"
rho-markets,rho-markets,Rho Markets,https://www.rhomarkets.xyz/,,scroll
ribbon,ribbon,Ribbon,https://www.ribbon.finance/,yield-aggregator,ethereum
ribbon-lend,ribbon-lend,Ribbon Lend,https://lend.ribbon.finance/,lending,ethereum
ribbon-v2,ribbon-v2,Ribbon V2,https://www.ribbon.finance/,yield-aggregator,"avalanche, ethereum"
rigoblock,rigoblock,Rigoblock,https://rigoblock.com/,,ethereum
ring-few,ring-few,Ring Few,https://ring.exchange/#/?intro=true,,blast
ring-swap,ring-swap,Ring Swap,https://ring.exchange/#/?intro=true,,blast
risk-harbor,risk-harbor,Risk Harbor,https://www.riskharbor.com/,insurance,ethereum
ritsu,ritsu,Ritsu,https://ritsu.xyz/,,taiko
RNS-ID,RNS-ID,RNS.ID,https://rns.id/,,ethereum
robots.farm,robots.farm,Robots.Farm,https://robots.farm/,"gaming, decentralized-exchange",base
robo-vault,robo-vault,Robo Vault,https://robo-vault.com/,yield-aggregator,"fantom, avalanche"
roci-fi,roci-fi,RociFi,https://roci.fi/,lending,base
rocket-pool,rocket-pool,Rocket Pool,https://rocketpool.net,liquid-staking,ethereum
rocket-sam,rocket-sam,Rocket Sam,https://rocketsam.io/pools/mantle,,base
rocket-swap,rocket-swap,RocketSwap,https://rocketswap.cc,decentralized-exchange,base
Rodeo,Rodeo,Rodeo,https://www.rodeofinance.xyz/,,arbitrum
rodeo,rodeo,Rodeo,https://rodeo.club/,,base
ronin-bridge,ronin-bridge,Ronin Bridge,roninchain.com,bridge,ethereum
rook,rook,Rook,https://www.rook.fi/,"yield-aggregator, decentralized-exchange",ethereum
router-protocol,router-protocol,Router Protocol,https://www.routerprotocol.com/,,"base, ethereum, blast, arbitrum, optimism"
rubic,rubic,Rubic,https://rubic.exchange/,decentralized-exchange,"ethereum, blast, base, arbitrum"
rubicon,rubicon,Rubicon,https://app.rubicon.finance,"cross-chain, decentralized-exchange, liquidity-pool",optimism
rubyscore,rubyscore,RubyScore,https://rubyscore.io/,,"scroll, zksync, taiko, blast, linea, zora, base"
rugfun,rugfun,rug.fun,http://rug.fun/,,base
rug-radio,rug-radio,Rug Radio,https://www.rug.fm/,,ethereum
ruler-tax,ruler-tax,RULER Tax,https://ruler.tax/#/,gaming,ethereum
rumble-racing-stars,rumble-racing-stars,Rumble Racing Stars,https://rumbleracingstar.io/,gaming,arbitrum
rysk-finance,rysk-finance,rysk finance,https://www.rysk.finance/,,arbitrum
ryzefi,ryzefi,Ryze.Fi,https://ryze.fi/,,arbitrum
sablier,sablier,Sablier,https://sablier.finance/,payments,"optimism, base, arbitrum, blast, ethereum"
saddle,saddle,Saddle,https://saddle.finance/,liquidity-pool,ethereum
safe-gnosis,safe-gnosis,Safe (Fka Gnosis Safe),https://safe.global/,infrastructure,"ethereum, optimism, base"
sage,sage,sage,https://twitter.com/SageERC314,decentralized-exchange,ethereum
saita-swap,saita-swap,Saita Swap,https://dex.saita.pro/,decentralized-exchange,ethereum
sake-perp,sake-perp,SakePerp,https://sakeperp.fi/,,ethereum
SamSwap,SamSwap,SamSwap,Everyone's favorite swap destination!,,
sandbox,sandbox,Sandbox,https://www.sandbox.game/en/,gaming,"polygon, ethereum"
sanko-gamecorp,sanko-gamecorp,Sanko GameCorp,https://sankodreammachine.net/,,arbitrum
sappy-seals,sappy-seals,Sappy Seals,https://www.sappyseals.io/,staking,ethereum
satoshi-protocol,satoshi-protocol,Satoshi Protocol,https://app.satoshiprotocol.org/,,bob
sats-dao,sats-dao,SatsDAO,https://sats.do/,,ethereum
sa-world,sa-world,SA World,https://saworld.io/,,"base, binance-smart-chain"
SCHIZOPOSTERS,SCHIZOPOSTERS,SCHIZOPOSTERS,https://schizoposters.xyz/,,ethereum
scramble-finance,scramble-finance,Scramble Finance,https://scramble.finance/,,ethereum
scream,scream,Scream,https://scream.sh/,lending,"base, fantom"
scream-v2,scream-v2,Scream V2,https://scream.sh/,lending,fantom
Scroll,Scroll,Scroll Bridge,https://scroll.io/,,ethereum
Seamless-Protocol,Seamless-Protocol,Seamless Protocol,https://www.seamlessprotocol.com/,,base
SecondLive,SecondLive,SecondLive,https://secondlive.world/,,"arbitrum, binance-smart-chain"
secured-finance,secured-finance,Secured Finance,https://secured.finance/,,arbitrum
seed-club,seed-club,Seed Club,https://www.seedclub.xyz/,,ethereum
seedify,seedify,Seedify,https://launchpad.seedify.fund/,launchpad,binance-smart-chain
segment-finance,segment-finance,Segment Finance,https://app.segment.finance/#/,,"bob, binance-smart-chain"
sentiment,sentiment,Sentiment,https://www.sentiment.xyz/,lending,arbitrum
seraph,seraph,SERAPH: In The Darkness,https://www.seraph.game/#/main,,opbnb
seriousmarket,seriousmarket,Serious Market,https://serious.market/,,base
shapepe-swap,shapepe-swap,Shapepe Swap,https://shapepe.network/,,shape
shapeshift,shapeshift,ShapeShift,https://app.shapeshift.com/,decentralized-exchange,ethereum
shape-stacks,shape-stacks,Shape Stacks,https://stack.shape.network/about,,shape
Shark,Shark,Shark,https://sharkscoin.org/,,ethereum
SharkSwap,SharkSwap,SharkSwap,https://www.sharkswap.finance/swap?chainId=8453,,base
sharky-swap,sharky-swap,Sharky Swap,http://sharkyswap.xyz/swap,,arbitrum
shell,shell,Shell,https://www.shellprotocol.io/,liquidity-pool,ethereum
shell-v2,shell-v2,Shell V2,https://www.shellprotocol.io/,liquidity-pool,arbitrum
shiba-memu,shiba-memu,Shiba Memu,https://shibamemu.com/,,ethereum
shiba-swap,shiba-swap,ShibaSwap,https://shibaswap.com/,decentralized-exchange,ethereum
shibuya,shibuya,Shibuya,https://www.shibuya.xyz/,fund-manager,ethereum
shido,shido,Shido,https://shido.io/,,ethereum
shift,shift,Shift,https://www.shift.lol/,,arbitrum
shoebill-finance,shoebill-finance,Shoebill Finance,https://shoebill.finance/,,"mode, metis, b2, bob"
sideshift,sideshift,SideShift,https://sideshift.ai/staking,staking,ethereum
silo-finance,silo-finance,Silo Finance,https://www.silo.finance/,lending,"arbitrum, optimism, ethereum"
silo-llama,silo-llama,Silo Llama,https://app.silo.finance/,lending,ethereum
singularity-dao,singularity-dao,Singularity DAO,https://www.singularitydao.ai/,yield-aggregator,ethereum
sipher,sipher,Sipher,https://playsipher.com/,gaming,ethereum
skale-network,skale-network,SKALE,https://skale.space/,infrastructure,ethereum
skeb-coin,skeb-coin,Skeb Coin,https://stake.skebcoin.com/,,"ethereum, polygon"
sky,sky,Sky,https://sky.money/,collateralized-debt-position,ethereum
skydrome,skydrome,Skydrome,https://skydrome.finance/,,scroll
slice,slice,Slice,https://twitter.com/slice__so,,base
sloika,sloika,Sloika,https://sloika.xyz/,nft-marketplace,ethereum
SmarDex,SmarDex,SmarDex,https://www.smardex.io/home,,"base, ethereum"
smolage,smolage,Smol Age,https://www.smolage.com/,gaming,arbitrum
smoldapp,smoldapp,Smol Dapp,https://smold.app/,,ethereum
smolverse,smolverse,Smolverse,https://smolverse.lol/,gaming,arbitrum
smoothy,smoothy,Smoothy,https://smoothy.finance/,liquidity-pool,ethereum
snake-zero,snake-zero,Snake Zero,https://www.snakezero.xyz/,,zero
snakycat,snakycat,Snaky Cat,https://snakycat.io/,gaming,base
snapshot,snapshot,Snapshot,https://snapshot.org/#/,,"optimism, arbitrum"
snowball,snowball,Snowball Finance,https://snowball.network/,yield-aggregator,avalanche
snowbank,snowbank,Snowbank DAO,https://www.snowbank.finance/,,avalanche
soaps-tech,soaps-tech,Soaps.tech,https://soaps.tech/,,ethereum
soccersm,soccersm,Soccersm,https://soccersm.ai/,,
Sociogram,Sociogram,Sociogram,https://sociogram.org/,,arbitrum
socket,socket,Socket,https://www.socket.tech/,bridge,"polygon, binance-smart-chain, avalanche, fantom, linea, scroll, arbitrum, gnosis, base, optimism, ethereum"
solace,solace,Solace,https://solace.fi,insurance,
solana-staking,solana-staking,Solana Staking,https://solana.com/staking,,solana
solarbeam,solarbeam,Solarbeam,https://solarbeam.io/,"liquidity-pool, yield-aggregator",
solidex,solidex,Solidex,https://solidexfinance.com/,yield-aggregator,fantom
solid-lizard,solid-lizard,Solid Lizard,https://solidlizard.finance/,decentralized-exchange,arbitrum
solidly,solidly,Solidly,https://solidly.exchange/,liquidity-pool,"fantom, base, ethereum, arbitrum"
solunea,solunea,Solunea,https://www.solunea.xyz/,,arbitrum
solv-protocol,solv-protocol,Solv Protocol,https://solv.finance/,,"bob, arbitrum, base, ethereum, binance-smart-chain, mantle, avalanche"
sommelier,sommelier,Sommelier,https://www.sommelier.finance/,yield-aggregator,ethereum
sommelier-finance,sommelier-finance,Sommelier Finance,https://www.sommelier.finance/,yield-aggregator,ethereum
song-a-day,song-a-day,Song a Day Daily Auction,https://songaday.world/,nft-marketplace,ethereum
songtech,songtech,Song.Tech,https://www.song.tech/,,base
sonik,sonik,Sonik Coin,https://sonikcoin.com/,,ethereum
sonne,sonne,Sonne,https://sonne.finance/,lending,"base, optimism"
SORA,SORA,SORA,https://sora.org/,,ethereum
sorare,sorare,Sorare,https://sorare.com/,gaming,ethereum
soul-swap,soul-swap,SoulSwap,https://exchange.soulswap.finance/swap,,fantom
sound-xyz,sound-xyz,Sound.xyz,https://www.sound.xyz/,nft-marketplace,"optimism, ethereum, base"
sovryn,sovryn,Sovryn,https://sovryn.com/,,
spacebar,spacebar,Spacebar,https://www.spacebar.xyz/,,blast
spacecatch,spacecatch,SpaceCatch,https://spacecatch.io/,,ethereum
Space-Riders,Space-Riders,Space Riders,https://spaceriders.xyz/,,ethereum
spark,spark,Spark Protocol,spark.fi,lending,"gnosis, ethereum"
sparkswap,sparkswap,Sparkswap,https://sparkswap.xyz/,,binance-smart-chain
spartacus,spartacus,Spartacus,https://app.spartacus.finance/,elastic-finance,fantom
SpartaDex,SpartaDex,SpartaDex,https://spartadex.io/,,"linea, arbitrum"
sperax,sperax,Sperax,https://www.sperax.io/,,"arbitrum, ethereum"
spice-finance,spice-finance,Spice Finance,https://www.spicefi.xyz/,nft-lending,ethereum
spiko,spiko,Spiko ,https://www.spiko.xyz/,bonds,"ethereum, polygon"
spiral-dao,spiral-dao,Spiral DAO,https://spiral.farm/,yield-aggregator,ethereum
spiritswap,spiritswap,SpiritSwap,https://www.spiritswap.finance/,liquidity-pool,fantom
splice-finance,splice-finance,Splice Finance,https://app.splice.fi/,,
splinterlands,splinterlands,Splinterlands,https://splinterlands.com/,,ethereum
spookyswap,spookyswap,SpookySwap,https://spookyswap.finance/,liquidity-pool,"fantom, base"
spool,spool,Spool,https://app.spool.fi,"infrastructure, yield-aggregator",ethereum
spork-dao,spork-dao,Spork DAO,https://www.sporkdao.org/,,polygon
squid-router,squid-router,Squid Router,https://www.squidrouter.com/,cross-chain,"optimism, ethereum, base, arbitrum"
stack,stack,Stack,https://www.stack.so/,,"degen, base"
stader,stader,Stader,https://www.staderlabs.com/,liquid-staking,"fantom, polygon, arbitrum, optimism, binance-smart-chain, ethereum"
sta-fi,sta-fi,StaFi Protocol,https://www.stafi.io/,liquid-staking,ethereum
stake-dao,stake-dao,StakeDAO,https://stakedao.org/,yield-aggregator,"arbitrum, ethereum"
staked-celo,staked-celo,Staked Celo,https://app.stcelo.xyz/connect,,celo
stakedflip,stakedflip,stakedFLIP,https://stakedflip.fi/,,ethereum
stakefish,stakefish,Stakefish,https://stake.fish/,"infrastructure, staking",ethereum
stakeland,stakeland,Stakeland,https://www.stakeland.com/,staking,"blast, ethereum"
stake-link,stake-link,stake.link,https://stake.link/,liquid-staking,ethereum
stakestone,stakestone,StakeStone,https://stakestone.io/,staking,"scroll, binance-smart-chain, ethereum"
stakewise,stakewise,StakeWise,https://stakewise.io/,staking,"ethereum, arbitrum, gnosis"
stargate,stargate,Stargate,https://stargate.finance/,infrastructure,"ethereum, fantom, arbitrum, binance-smart-chain, base, polygon, blast, optimism, avalanche, linea"
starkgate,starkgate,StarkGate Bridge,https://starkgate.starknet.io/,bridge,"ethereum, optimism"
starknet,starknet,Starknet,https://www.starknet.io/,cross-chain,ethereum
steak-hut,steak-hut,SteakHut,https://www.steakhut.finance/,farming,avalanche
Steer-Protocol,Steer-Protocol,Steer Protocol,https://steer.finance/,,"arbitrum, optimism"
stellaswap,stellaswap,StellaSwap,https://stellaswap.com/,decentralized-exchange,moonbeam
stepn,stepn,Stepn,https://www.stepn.com/,,ethereum
sterling-finance,sterling-finance,Sterling Finance,https://x.com/Sterling_Fi,,arbitrum
stoke-fire,stoke-fire,Stoke Fire,https://stokefire.xyz/,,base
stream-finance,stream-finance,Stream Finance,https://streamprotocol.money/,,ethereum
strike,strike,Strike,https://strike.org/,lending,ethereum
strongblock,strongblock,Strongblock,https://strongblock.com/,"infrastructure, yield-aggregator",ethereum
sturdy,sturdy,Sturdy,https://app.sturdy.finance/,lending,"ethereum, mode, fantom, optimism"
stusdt,stusdt,stUSDT,https://stusdt.io/,liquid-staking,ethereum
sudoswap,sudoswap,Sudoswap,https://sudoswap.xyz/,nft-marketplace,ethereum
sugartown,sugartown,Sugartown,https://visitsugartown.com/,,ethereum
Summer-fi,Summer-fi,Summer.fi,https://summer.fi/,,"ethereum, base"
summer-fi,summer-fi,Summer.fi,https://summer.fi/,,base
superbridge,superbridge,Superbridge,https://superbridge.app/,,ethereum
scbulletleague,scbulletleague,Super Champs: Bullet League,https://www.superchamps.com/super-champs-bullet-league?,gaming,base
superfluid,superfluid,Superfluid,https://www.superfluid.finance/,payments,"optimism, arbitrum, binance-smart-chain, ethereum, avalanche, degen, gnosis, scroll, base, polygon"
superform-labs,superform-labs,Superform Labs,https://www.superform.xyz/,,"arbitrum, ethereum, base, binance-smart-chain, polygon, optimism, linea"
supermarket,supermarket,SuperMarket,https://www.supermarket.gg/,prediction-market,ethereum
super-rare,super-rare,SuperRare,https://superrare.com/,nft-marketplace,ethereum
superstate,superstate,Superstate,https://superstate.co/,,ethereum
super-farm,super-farm,SuperVerse,https://superverse.co/,nft-marketplace,ethereum
SuperVerse-DAO,SuperVerse-DAO,SuperVerse DAO,https://superverse.cool/,,ethereum
Supreme-kong,Supreme-kong,Supreme Kong,https://www.supremekong.com/,,ethereum
sushiswap,sushiswap,SushiSwap,https://sushi.com,liquidity-pool,"scroll, arbitrum, metis, optimism, fantom, avalanche, polygon, binance-smart-chain, celo, gnosis, ethereum, base"
sushiswap-bentobox,sushiswap-bentobox,SushiSwap BentoBox,https://sushi.com,yield-aggregator,"polygon, binance-smart-chain, ethereum, fantom, avalanche, arbitrum"
sushi-swap-furo-stream,sushi-swap-furo-stream,SushiSwap FuroStream,https://www.sushi.com/furo,infrastructure,ethereum
sushiswap-kashi,sushiswap-kashi,SushiSwap Kashi,https://sushi.com,lending,"ethereum, polygon, binance-smart-chain, arbitrum"
sushi-x-swap,sushi-x-swap,SushiXSwap,https://www.sushi.com/swap/cross-chain,bridge,arbitrum
swaapfinance,swaapfinance,Swaap,https://www.swaap.finance/,"farming, asset-management",arbitrum
swap-based,swap-based,SwapBased,https://swapbased.finance/,decentralized-exchange,base
swap-blast,swap-blast,SwapBlast,https://swapblast.finance/#/,decentralized-exchange,blast
swapmode,swapmode,SwapMode,https://swapmode.fi/,decentralized-exchange,mode
swapr,swapr,Swapr,https://swapr.eth.link/,liquidity-pool,arbitrum
swell,swell,Swell,https://www.swellnetwork.io/,liquid-staking,ethereum
swerve,swerve,Swerve,https://swerve.fi/,liquidity-pool,ethereum
SWFT-Blockchain,SWFT-Blockchain,SWFT Blockchain,https://www.swft.pro/,,ethereum
swivel-finance,swivel-finance,Swivel Finance,https://swivel.finance/,,ethereum
symbiosis,symbiosis,Symbiosis,https://symbiosis.finance/,"cross-chain, decentralized-exchange","arbitrum, ethereum, binance-smart-chain, base, mode, optimism, blast"
symbiotic,symbiotic,Symbiotic,https://symbiotic.fi/,,ethereum
symphony,symphony,Symphony Finance,https://app.symphony.finance,"decentralized-exchange, limit-order","optimism, polygon"
synapse,synapse,Synapse,https://synapseprotocol.com/,"liquidity-pool, stablecoin, yield-aggregator","blast, optimism, fantom, polygon, metis, avalanche, ethereum, base, binance-smart-chain, arbitrum"
sync-swap,sync-swap,SyncSwap,https://syncswap.xyz/,,"zksync, taiko, linea, scroll"
syncus-dao,syncus-dao,Syncus DAO,https://syncus.fi/,,ethereum
synfutures,synfutures,SynFutures,https://www.synfutures.com/,derivatives,"base, blast"
synonym-finance,synonym-finance,Synonym Finance,https://app.synonym.finance/,,"optimism, arbitrum"
synthetix,synthetix,Synthetix,https://synthetix.io/,synthetics,"arbitrum, optimism, ethereum, base"
synthswap,synthswap,Synthswap,https://www.synthswap.io/home,derivatives,base
syrup,syrup,Syrup,https://syrup.fi/,lending,ethereum
tai,tai,Tai,https://tai.money/,lending,ethereum
tako-tako,tako-tako,TakoTako,https://www.takotako.xyz/,,taiko
talent-protocol,talent-protocol,Talent Protocol,https://talentprotocol.com/,,base
talesofelleria,talesofelleria,Tales of Elleria,https://talesofelleria.com/,gaming,arbitrum
tally,tally,Tally,https://www.tally.xyz/,,ethereum
tapioca,tapioca,Tapioca,https://www.tapioca.xyz/,,arbitrum
tarot,tarot,Tarot,https://www.tarot.to/,"lending, yield-aggregator","base, scroll, optimism, fantom"
tasties,tasties,Tasties,https://tasties.io/#home,,ethereum
teahouse,teahouse,Teahouse,https://teahouse.finance/,liquidity-pool,"ethereum, optimism, arbitrum"
teddy-cash,teddy-cash,Teddy Cash,https://teddy.cash/,collateralized-debt-position,
Tellor,Tellor,Tellor,https://tellor.io/,,ethereum
templar-dao,templar-dao,TemplarDAO,https://templar.finance/,,"binance-smart-chain, ethereum"
tempus,tempus,Tempus Finance,https://tempus.finance/,"cross-chain, yield-aggregator","fantom, ethereum"
tender-fi,tender-fi,Tender.fi,https://www.tender.fi/,lending,arbitrum
tenderize,tenderize,Tenderize,https://app.tenderize.me,"liquid-staking, liquidity-pool","arbitrum, ethereum"
tensorplex,tensorplex,Tensorplex,https://stake.tensorplex.ai,staking,ethereum
terraforms,terraforms,Terraforms,https://twitter.com/terradream_bot,,ethereum
tessera,tessera,Tessera,https://tessera.co/,nft-marketplace,ethereum
tesseract,tesseract,Tesseract,https://tesr.finance/#/,,"avalanche, polygon"
tethys-finance,tethys-finance,Tethys Finance,https://tethys.finance/,,metis
tetu,tetu,Tetu,https://tetu.io/,"staking, liquidity-pool","ethereum, base, polygon"
TG-Casino,TG-Casino,TG Casino,https://tg.casino/#home,,ethereum
thales,thales,Thales,https://thalesmarket.io/,options,"base, arbitrum, optimism"
the-barren-court,the-barren-court,The Barren Court,https://wildlands.thebarrencourt.com/,,ethereum
thebeacon,thebeacon,The Beacon,https://thebeacon.gg/,gaming,arbitrum
circle-on-shape,circle-on-shape,The Circle,https://www.circleonshape.network/,,shape
the-ennead,the-ennead,The Ennead,https://app.ennead.farm/home,,arbitrum
gong,gong,The Gong,https://etherscan.io/address/0xc3f1aae9459ff9f8bbcbd144f70ca1fc01eb3362#code,,ethereum
the-graph,the-graph,The Graph,https://thegraph.com/,liquidity-pool,"ethereum, arbitrum"
the-idols,the-idols,The Idols,https://www.theidols.io/,,ethereum
junkyard,junkyard,The Junkyard,https://junkyard.wtf/,nft-marketplace,ethereum
the-llamas,the-llamas,The LLamas,https://www.thellamas.io/,nft-marketplace,ethereum
thena,thena,Thena,https://thena.fi/,,opbnb
 The-Plague-Of-Frogs, The-Plague-Of-Frogs, The Plague Of Frogs,https://www.plaguebrands.io/,,ethereum
potatoz,potatoz,The Potatoz,https://www.memeland.com/potatoz,,ethereum
the-root-network,the-root-network,The Root Network,https://www.therootnetwork.com/,,ethereum
therundown,therundown,TheRundown,https://therundown.io/,,optimism
soft-dao,soft-dao,The Soft DAO,https://www.thesoftdao.com,,ethereum
thetanuts-finance,thetanuts-finance,Thetanuts Finance,https://x.com/ThetanutsFi,,"ethereum, mantle"
THE-WATCH,THE-WATCH,THE WATCH,https://www.thewatch.com/home,,ethereum
the-wolves,the-wolves,THE WOLVES,https://x.com/thewolvesxyz,gaming,blast
thorswap,thorswap,THORSwap,https://thorswap.finance/,decentralized-exchange,ethereum
threshold-network,threshold-network,Threshold Network,https://threshold.network/,,ethereum
thrivecoin,thrivecoin,ThriveCoin,https://app.thrivecoin.com/,,arbitrum
thruster-v2,thruster-v2,Thruster V2,https://www.thruster.finance/,decentralized-exchange,blast
thruster-v3,thruster-v3,Thruster V3,https://www.thruster.finance/,,blast
tidal-flats,tidal-flats,Tidal Flats,https://airdrop.tidalflats.studio/,nft-marketplace,ethereum
tigris,tigris,Tigris,https://tigris.finance/#/,,arbitrum
timeless-finance,timeless-finance,Timeless Finance,https://timelessfi.com/,yield-aggregator,ethereum
timeswap,timeswap,Timeswap,https://timeswap.io/,,arbitrum
tinfun,tinfun,TinFun,https://www.tinfun.com/,,ethereum
tipcoin,tipcoin,tipcoin,https://thetipcoin.io/,,ethereum
titles,titles,TITLES,https://titles.xyz/,,base
